id,flag,round,team_id,service_id
32,H6KOH1X6QHLZFMVXT7SUXCJC82KC2R4=,1,3,7
33,L65GLOSSQ1L56PAZ5N8CDCZZNV4AOXL=,1,4,0
34,Q84B8D0XL8HROU722CQHXFMVN9ASPIT=,1,4,1
1223,R13YN4ODTCY3SYQQMQDCFXI1QJ34ZG6=,20,0,6
1224,UK9I6K2NWVO7AE3ABD0F9K97AMZARBM=,20,0,7
1225,K5WY7PRS352CFFNZBK8XW1WNYW6X1UC=,20,1,0
38,TYJVWHU8ACTZ14H9VN5SFQVD3DEOW8Q=,1,4,5
39,5QJR2TUKG5XBINJF0ZK8AWN38T4NW27=,1,4,6
40,OFW870AMJJRTJGVO51SQR2A7XRS3JQ6=,1,4,7
41,TYLFYQ5GP9NRLF8S1R0H19C272O8Z6D=,1,5,0
42,4AH3JFSZ6CFPVFKGJ42KJX5XW4SW4Q6=,1,5,1
43,RQO3V7IJSTZMACYQYWSO9O8D4UABNQO=,1,5,2
44,JBO8W8VTA92J4BK70IP7QYP96ZO5CYQ=,1,5,3
45,MEWS62OZUKYPSOP6W08I1LCPFSLQVIE=,1,5,4
46,1XVRSXKNFR1DKTN3WH5HMMG3L3EKYC4=,1,5,5
47,G8MT5VTTJWG53GK12RSIVVVE712W3GS=,1,5,6
48,E6QK3JMLDO3RHCOQCWEF7MQWPQ3YP63=,1,5,7
1226,HBGLJF271V9Y6I5ZHVV13BGI94GPM1Q=,20,1,1
1227,1NC7A0E70YCXMSSZSK6N2DX1NUZAWLY=,20,1,2
51,V1SIL6FB0YG7WBTLZ6IH34AWN22EE4D=,1,6,2
52,C6BAIZ5PZ3DB589I1LN9SHXXOUFEVUJ=,1,6,3
53,ZRPFSWLBLHZ7W37N12SL374LGKNOKT7=,1,6,4
54,HN02Z0UN0VS2X1M0R05BJ0VGK8HR7I2=,1,6,5
55,X5SCHUMHSGOSJ7WJOCBDBKNGPAPX5XH=,1,6,6
56,PRFB0HTVHF5HY2WFBVM3GL9I7ZXPYPM=,1,6,7
57,9SQVG9MLNO87A2NJFR57LI77PW5CD7L=,1,7,0
58,C2OR07CPWAWDSUDYQOYZCZ81OTUOUF9=,1,7,1
59,1YGYPWYR2CYY5UOV7OF5MRK7JG3ZU3M=,1,7,2
60,A3INHAMD4Q156CJJJV0W8VD4IZRXM8X=,1,7,3
61,9BCQAP2Q98MPYALI7UZC1AKALAZM1ZU=,1,7,4
62,HNC8B9IGXG5X26WJOS1DAB04CWPB1XK=,1,7,5
63,VHIJA60DMG4G2R2873H01LYRWO8UE0T=,1,7,6
64,K91ZFEPABC20GFW2GAHQ4PG1TZX3SHE=,1,7,7
65,INUGLSEUOFVF6DEQICS8226CLZ3G90I=,2,0,0
66,2BOL3DTZU9GTZN4UX9GXAYJLKTF0G2O=,2,0,1
67,VWTPQJG91OB6MK208TKBJ59CEOC9M4V=,2,0,2
68,I0CTB50CQX4PEQEFGYDF5IMT4I63HQH=,2,0,3
69,4JUCB52Y5ZPI7SOAXP179UFD53EOJDN=,2,0,4
1228,2IB17Y3JJ5DKR49ZXMYAH0WWJFCR671=,20,1,3
71,6WT6C2EQOQVS3VIHR7LY65HY93NKAJO=,2,0,6
72,UKXLRHE0G68V1HQ2Q47IL8NHHZRR5W2=,2,0,7
73,9UF94DQ92LNFPVFLZDO853RHYZD1SFL=,2,1,0
74,IC9H09CCSLGGQ1JIOCB9B6AE6B64Q3J=,2,1,1
75,C57WLK4C5V4W19GPZZLBICBZV0YF0CP=,2,1,2
76,LP9UCVWDZKA9OCCWRH0UX2VW6V9TX5N=,2,1,3
77,UADRNR30EJOQ5VJT81Z9JNT0TGGBE7L=,2,1,4
78,72J7FHRRSN16NMNUU1VNM7ZN87E8F4D=,2,1,5
79,NNA7TR06C5FW8LIKWXQGSDIRXPC8YQ4=,2,1,6
80,UMBR3CGE78N7YUDSA1WJYYJG4GKV1BS=,2,1,7
81,RK23JRF22R9R4W18ULHZXC8HU3NOGRB=,2,2,0
82,P7RDWD0FCOHNPWAAFGVCX1IX198H6JV=,2,2,1
83,F0MNDDFCCRUT13SNO4W7MIVLW98RTJ0=,2,2,2
84,GIZ5C4ILB4KQM0K2UW5DVHT4C5KNPB4=,2,2,3
86,6NRNN5H8F2W16C429MLADSTFI16RBKJ=,2,2,5
87,EFW8UNL1ZAMTM4F13QFRGY2FU2WCEVM=,2,2,6
88,I6UNE2LI121K9EGGDR4KS8W04O2VAAZ=,2,2,7
93,BF2GAEUSIY1LOIMANWT5FD5VZ8O78S0=,2,3,4
96,Z7HM47Z106JVCLUB9RIWTHGC75N77L6=,2,3,7
97,I10JIWF619XJTJJJFCFVUK2OZ7YLPY8=,2,4,0
98,VVXUTUJ3LYQB8OUAVJJRFABNKXTNXEC=,2,4,1
103,XQGIZU6NZOQ4N3X1B3JS2VZYFK5OEN4=,2,4,6
104,XWIW4YXC4ZRUTRAA3Z486TRZVBCVILL=,2,4,7
105,IWFXWQXPU0JFRU622MAJHWI07LVVWIE=,2,5,0
106,RHO072CVFXBPC8NCUE7RMT29FNADW4C=,2,5,1
107,4S5BDTDOO4KT11JMEP8LWM3AJQC9LOL=,2,5,2
108,K0D5XHCWFJB8F8KUL3D7Q9BU0CA5390=,2,5,3
109,WLDR4Z7OQLCTBZFU6Z9Z0988VGIVJAV=,2,5,4
1229,9FLHYBDOQDW6E9GKQC6I0A4QR7T3KHN=,20,1,4
1230,FOFZYDVJ3O5F7KJPZI7476GU7E8EGKI=,20,1,5
112,E7S5ZMBZQSM4PTOY5UPFVZRPBPITEPL=,2,5,7
1231,UL8A0US8G9KHAPW3RZ4BT8V5BIV5SUE=,20,1,6
1232,0N14XI585Z2W9TTEP9DRSTQC53DIDC4=,20,1,7
115,KGW4IPKOK48ZBLCQFFUQ0B3X60FJADJ=,2,6,2
116,GJDNLBWZ1B4SL769ST0IQD8DD7ALPIO=,2,6,3
117,R1437LN8D9JE9WGGX9M91BP9SMBEWKH=,2,6,4
118,6YMMQX2IEG3CTN4202DQIYTHUVFTQM1=,2,6,5
119,B0H1DVUF3A7B4QRGQH5TFMU4IQN0T0A=,2,6,6
120,39YG78QGOYC4APQQ0OUZ890IDWOEXKG=,2,6,7
121,FMTXRROFMLZ5B5QMCA86I8QWLMUMLTO=,2,7,0
122,ZG2SLGGFNKKY3TKKP2V8N9DD09YQNXX=,2,7,1
123,VIYYQARI7KL43ZV3LCYHKHM3QW344VK=,2,7,2
124,XLPIS7K2L7ET10GAJPBG8PVFFPZNFA0=,2,7,3
125,GNV7PMX62XNJWB1MMJSEK21WX2KC8ZI=,2,7,4
1233,2S9PY5WOMTGENB2A4JUYVMLZ3RF5RJ9=,20,2,0
127,JMU36PKL1C5O8YSJJNLYT1WSPF4OE99=,2,7,6
128,KCVGTLV6N7I5N6SFSB87TX6HYJRKGCN=,2,7,7
129,CQDQESO8BBAUH5Z8J2Y6NEI080JYY1Z=,3,0,0
130,KBXI7R4OU0A0C8JFXUJ7GVTJA0DVT5H=,3,0,1
131,R9WL29Y4C8EPWL7T1EA0L85RU6DH4JR=,3,0,2
132,7PG6XGHG8MFQ2IJR7R2VU968IHFDZWU=,3,0,3
133,DB3HCSSNCH64UL64FFGZ464WZ5KF2CP=,3,0,4
1234,46YER0V9U8A98Z9DPRPO917OSDLA2XQ=,20,2,1
1235,X8E0ZUZO06ZEJK19E61OJ98KUMIWM4X=,20,2,2
136,J9FPIVXEVIJ7C8N3BY9PLTAOUZN5BX3=,3,0,7
137,DDDU4956E207IXXFBL8W7JJZSABLXMM=,3,1,0
138,G01WRSXTDBO2FLY71EG7DXXT17DT776=,3,1,1
139,5YLE4OTHP8M04F58LDPK439XJ7COLGV=,3,1,2
140,DDYA1X78046RE7H04IEPY1GJJ5T63GF=,3,1,3
1236,5AYSZZY0MIQ993YMUJ55GCO3ITAM36P=,20,2,3
144,N2MAJUMH257OLVMNC2KWP9MDPZQ2HM8=,3,1,7
145,2GU41507B1RXN9L00NGUBBEYT23DF65=,3,2,0
146,JF90P7O3MKPRCZYB7LRNDC9ZCRUIKBO=,3,2,1
147,BOGHS6Y44RAYYPJ1XQEDLS5DIMRDCM9=,3,2,2
148,VVNJEWVKNW1UEQAK119JVHUTXAVP31F=,3,2,3
152,RTW4EYQKFWLZ5MFMMWA36NR1B43GPF8=,3,2,7
157,OYCA70F4N9D9QUDF6CN7KM0K38AD35V=,3,3,4
160,3YM4LCVMNFPK75X7VMDZNGKDVY3VBOI=,3,3,7
161,Q3YB0L03Z6XJBEZ5ILCMDJ1GY534SU1=,3,4,0
162,UMH4DN37OSUSPI38H8GCL00OJTUV1XW=,3,4,1
166,2UE496IXT01TD829Y0R1XW5XMN11UDG=,3,4,5
168,ATI1DB0XHFE8N67YM8KTNWAK1X8MV7T=,3,4,7
169,FFCNK5X9GPU8FV71XHQ6UOVKSO96POD=,3,5,0
170,W4RKGGE7E0Y42DMG4JWJNGLMAKISHXS=,3,5,1
171,GK19SGS7Y0PKYTQASCLJZS7CSL6W1B4=,3,5,2
172,NR8U8FD044M91NTT6FV2UGOYNA743HL=,3,5,3
173,1CFPZ566LR6MAS4DQFX0I1MFE5SEZ7Y=,3,5,4
176,SWMHKYRKYSMVTF3ORUOEKBFYPGO472I=,3,5,7
179,FGK16Z1IB4SXFJ0S9CSC1LHDB3QYMZG=,3,6,2
180,DOEW6BFC29U6VRHVRTRG1CGF1A7V7N3=,3,6,3
181,AE5C2XGX6AOZCI1Z78Q8B5PF3EH8GAF=,3,6,4
182,GGLKTMYUY4ZH26X6M3JP1S96ND4CC00=,3,6,5
183,ZRH1U177K8H8XTM9D710C2N9SN6L5LB=,3,6,6
184,N6YWCOSTFC0ZLTF99ILPEWUV9AFO2YW=,3,6,7
185,XRLJ1W7TQW7DQ7VJNZWC8WOO18SJW5Y=,3,7,0
186,5X7OC69SAMT92ZSITIJR7F2UR5JA6VD=,3,7,1
187,ASQC5GMJYZD081A0M25YJFSTQ28YNV7=,3,7,2
188,9ACAGZB676HYSISAVVMN8UN66UKHWB2=,3,7,3
189,743T9JNB2QV9OMGFFLJEHOQVJSTQMM7=,3,7,4
192,X4YKF3MCT7TUQ7ZCVXT6PZZC53IUDZF=,3,7,7
193,OTSPOKPSP7453SAKWJAK3G6N09ELQK4=,4,0,0
194,83T599JTTY8HK20RUJSTD4EKUV0WDDS=,4,0,1
195,T3ZFUD4FGMXCGFJRRMJ98944HZWMKEX=,4,0,2
196,ZBUK9W9OP4RRODAA2ZG0Y1W0UH1DVQB=,4,0,3
197,3JFZHYH26NIY5XPLAW9VJ18QSRQAR4X=,4,0,4
198,PG6O3MPS2ORC2SBS3OQZW9R57T42E37=,4,0,5
199,VSE7THEFDU5CL6DXWPZTUZHAF0JYYUY=,4,0,6
200,7M3L1GKBO8BD2FS243IMJ7OYFZ3F8FL=,4,0,7
201,4ULPV7G4UYLD8XNB85MWW8GUZFAO5AW=,4,1,0
202,N6O40TS5IKS2X8NZUU9V6JIOSVWS2DH=,4,1,1
203,3D9OUQL9YN3PBFFT7XP4HAC3KULA98F=,4,1,2
204,NA430DGZ81TPADY2GZ40NV875LVVK4B=,4,1,3
205,6T9G9MS6D2OCUWSMTI2FD32M9V5ZZSB=,4,1,4
208,V5JPBKJ3MPDSKJVUBNB1KKR3YENJ018=,4,1,7
209,WCRDATQPFPLPEKUXNSJPTFJMI56A85W=,4,2,0
210,VRPX1TV319GA80XGMCZS3RY7ELFTMAX=,4,2,1
211,GYHU53HLAFDUS4JRHZ2DMB43KE170FH=,4,2,2
212,72N36IIK200MVUUFKGXF6TJ8F7EA6K8=,4,2,3
213,RK1MUW3B46KD4U8BW0XR4N6KFG32R8W=,4,2,4
216,RFBVD0ZEUJJ1R4FZLQ4QDCZG2RS518X=,4,2,7
219,OEJV971D3Q8IEZB1KW9HMLDHIX0JDA3=,4,3,2
220,J5VULZ5QVFBNT4UQRSUVDZOS5YYGMQW=,4,3,3
221,5PHZ2RNYG2GFJASAJ3XVRAJZM30PUON=,4,3,4
224,N8RGHF1ULOYG7HA4BKAFXV8EXRTE3TZ=,4,3,7
225,5WTS21U67ARPNU26Y5ERWDDL8IZ4PCA=,4,4,0
226,QIUD54QJ07RL2HTJF6H2D167DNTZGVS=,4,4,1
227,EZPKNJ6I6CDGW4AMBK88ANHOL1I7VJC=,4,4,2
228,QJS49NE1XIC2Z1EMNDYY2VGE7DS9XW1=,4,4,3
229,RME5L2F4KHM1EWB287GOBPFADTUR0MF=,4,4,4
230,RAKUEBL12MPK2RVGJPUAI6EKMWJP0I0=,4,4,5
231,86H8RFLAVGA7U6U47I89OJQ1WN07KXC=,4,4,6
232,1C107RSXQVWHGYW70TR8ZOM6KGLPIKF=,4,4,7
233,D1HWBC14PRZYFOIDDU9RLVVKTQG37TL=,4,5,0
234,JPBJE5WZ731ZKJ4HD0HH2KDH8EEA7X3=,4,5,1
235,CXM122VFOKP9E6689L93UN6HKQENTTR=,4,5,2
236,ICUQ6VLIBQ7XH1DPXB6GYELN4DOLI3J=,4,5,3
237,O1029GT72KTERWJ4L7AKFC38J6O5U2Q=,4,5,4
238,U00I0PLR0J5BJ3DYLYVZSX65ZHPF67O=,4,5,5
239,8IDXRW1CGANRT7QQT7O64X1U12E4SE7=,4,5,6
240,327QB9NTK5QAX0SCKNXIYM84LAJMJTJ=,4,5,7
241,GOUCSW5EW4Q7W322WLLU0KH61H25XKS=,4,6,0
242,Q3DAIBSVV2OFCGJ17527BPDP58E4MCZ=,4,6,1
243,0XUSETYXFJDOR2MWIO6FOYW39DH0L3O=,4,6,2
244,PYPTX1DXDOODRARLOMK815GQB97Q8EW=,4,6,3
245,2I23FOB6IK38D7M52ZPBF18O4M9GEAQ=,4,6,4
246,MSSC9ERLBQZKU2NDLVAFJEQ10QIWKMA=,4,6,5
247,9HPZYN0NOZIWI0YFOQRXGUVS984P31O=,4,6,6
248,QSNNG32K94JPZ9DV18DT1QZ5WX93V5V=,4,6,7
249,CEBT4PLTF5F1SLXIK1RQN36UMKJXUD8=,4,7,0
250,S6EJ384AJ3T5JA40E435N1RPRSPRKOX=,4,7,1
251,XZSL1T5X313A1JMDGEC9MPUNHBBACU2=,4,7,2
252,Q0G5DCNA5NHYDCGRYI9TPCKUR92ADG0=,4,7,3
253,B26D107RKYGZPU9M5CJEZCTCB2OC5Z9=,4,7,4
254,E0UDV6KA4K2HD3Z0GOUSOVQNDVDS61Y=,4,7,5
255,4M6EY0XP61G1X8V5SESYAURHAJBXUZA=,4,7,6
256,O47WUDE858BBX5SOR9F1KS4AO54PR3V=,4,7,7
257,84FDM3IZ4RV27U4VKII1BPUOU1K9VSU=,5,0,0
258,N014WYQIMG1QCOPG9OGTP4KJYAMCXNH=,5,0,1
259,ZVSIPD8DXD9XJFZKVFKL79MXYXY0OG3=,5,0,2
260,7OEBVRJ2KGSUZI7KXXNI65S333M643K=,5,0,3
261,FM0QP7F7QC9KNM6H876SVODFQ9UR5HP=,5,0,4
262,NH1T53ZY4T5NWNNHMFXM9GLVUMTLDHI=,5,0,5
263,JIR5B16NNHQ0OY2W7ZPAQAGN5ICXZY2=,5,0,6
264,WOD303JMKD2RGTRSSPT2IOKDHJDH1D8=,5,0,7
265,176D6D6LQ9WZ35ETV3IGAUPA9K4JO95=,5,1,0
266,BW1MW3XJP97JJ16OO538NDWYHMY55BD=,5,1,1
267,0RN5ED1WLBECL93ZYDIPNVWCYWDLRMG=,5,1,2
268,YTCACNRZ2RQTSPAZGCIVD1ZV5SWACO3=,5,1,3
269,B4AGFRO2B05SM0892VBUCRKVN7I065D=,5,1,4
270,9NFODXSXPY35EHE49FWNG843JOJQTFB=,5,1,5
271,DFKXGXQZX1CPDTIX6NX3ZGPGXJLZHG9=,5,1,6
272,86QVOM2YX5K3MMKF9TM94RZNLRO6BM7=,5,1,7
273,DG9PMFVZFRWE62Y8XEB5KOIWLYK95TR=,5,2,0
274,1LE0GHJ2RNBZPBUULWMXYZRZFSAAHRT=,5,2,1
275,RIFYG8J1ZLE98UK3T66B0WQLCZHS9JI=,5,2,2
276,8OE180BRN9SA69SMWF1BPTU0CY8LP4R=,5,2,3
277,XIT2G86VY8Z6GH6XLUSFAJBB6RJ2OH8=,5,2,4
278,T8OJTBYUZ5ATPQ37RO624C7P5L0IXOV=,5,2,5
279,RJ6W6Z8BLHX3UZ9D47ZTPWJ5ZZXWNBH=,5,2,6
280,AHW20PT2F3XGH9I9UU67XE0QDYCWH1Q=,5,2,7
281,FI6L90L91GC4SQPVPE5X99X7C37YSMA=,5,3,0
1237,43E440O5M4EU1ONRV00B4JQH6WCAW99=,20,2,4
283,AIFHQJV2V7NAM3LTM7DSC5IHILQ9Z3M=,5,3,2
284,CNNDO4AEJP6JL0X6TC96AD2UNPK5TMU=,5,3,3
285,F09P8BF54Y6YS7Q3XD7AC80QBUSMY85=,5,3,4
288,QL61I48O7TKIE3F1ITO9GTGSTWGR0RW=,5,3,7
289,6US5VG7E29L1N5UDH1UAYNJCPOEFDSO=,5,4,0
290,OZAEKTS3PN06MFO8PMQMZ2066ZDSF0D=,5,4,1
291,9D7MZTEOP3598W3ZV579B2M60HVZUPG=,5,4,2
292,EDTC3OANL7TSZZ9N24798L4DCWIEK8I=,5,4,3
293,9Y7FSQZBZDXN8NXRAEHNZFM33CNHEVT=,5,4,4
296,JLEJZMJKLKIISF44RABXJ6F9JESKT7N=,5,4,7
297,IF02110FKS2X3BB0N7Q63545LFRCLVG=,5,5,0
298,A5G3KR94DHIUISXSVTKPD3LT737FURX=,5,5,1
299,RKAFF0JRDW55IF5S6KR3MHVSA943663=,5,5,2
300,PWSM55U6CIXIXVI0K8LETR6BODBU2N4=,5,5,3
301,3EU48HZZYTOQXMQ8SYZDUZXMQ9SWYLZ=,5,5,4
302,YRL21ZMT63RT69UNCT71OHMZOJ2X8HJ=,5,5,5
303,0O0J129M3IY0MY3VB6EKUZ63E6J1Q1V=,5,5,6
304,0OEFYMQMFAWMKYLFJMYCA8GJUW72MO1=,5,5,7
305,D1FWXYYG9VHXYK3UU8RON3ZJ7ZNEX8G=,5,6,0
306,7L93OMGBLIG973CDMLFYWG61CUAOD7W=,5,6,1
307,YN4VSK4ESIU69WF0J7VK76YC5MJSIKG=,5,6,2
308,0NGYBLLLXGILNSZNWO5QQ1VIMM9BWPF=,5,6,3
309,SNWB7NH6ZZ5ZWA0F8OD7OMXH9X7QSGS=,5,6,4
310,0EMVWGSENNVAFWBNSHMAUPTKMOAQCZE=,5,6,5
311,MURQC9U3PIYIWL547YNPGK7ZVPZY5F7=,5,6,6
312,VJDUE3LQVRWK8ERL2UVPJXO8D4C8ENS=,5,6,7
313,KSWQAMBHSK1AMV3HEM6ZVCRJPEIQ3CX=,5,7,0
314,N024CNR0S9V3CM1V6ROCTX80P5NG894=,5,7,1
315,H6W669BBWHLUWVDWYI6L06MP5WFY55B=,5,7,2
316,GVNFY8V7SXJ75DMGRKFV8X8TXPOJ27H=,5,7,3
317,NS54IKRJQE985KL64M946UA5S8K64RE=,5,7,4
318,RU9RQEX7SNHW3V4UNXTQPRQA9JLYQHZ=,5,7,5
319,SVQZUIQ48PMNZLKTVCE4K8VCP6Q06JY=,5,7,6
320,23KB2BK2RY6V5VIRTO9V25IM95XQ5CF=,5,7,7
321,C21OBYB7MWJCMB39XCEPS7ZAS6A81C7=,6,0,0
322,F68LJO6V99CKGMRIUYQ1B8309CR9AIA=,6,0,1
323,2KHQ33SE3ZL1IURMNRXRTM4RR9KTV4Y=,6,0,2
324,D4V5FYU38KOYDNZ6B8TUUDS5OWKX92P=,6,0,3
325,CJDGBSH8WP3KP3BL1YBEHBPND76CZ2D=,6,0,4
328,H4IITU5GCHBL3E81DO905HUPIHQ98TT=,6,0,7
329,YPVFQU3JFMNH8BOX9LL1Y5TGG0XPMSS=,6,1,0
330,7N8X3KW2TRFOAR3JXQUXB20M42TPNHB=,6,1,1
331,KF74G0MRJSKYOJJ4F5YJ0YNM87NCBME=,6,1,2
332,59OE4Q00VPWNK5TLJQELJXT91D0RM7R=,6,1,3
333,6FTH7IER3IYNG96QB0R0QYT3F97OTMX=,6,1,4
1238,A7KUICE317RASRJFWCVQMT12SGNDG1Z=,20,2,5
1239,0PFFEYNQLAPF7KU5FXQB4YCTCPXQH3Y=,20,2,6
336,NE3U4EXQAGJRQAGRD81P165GAREEX81=,6,1,7
337,15LNXIV6T2YS7VV21X31YG6IOGPGTA9=,6,2,0
338,F8US2L82P0AFYT0S6A3W7F63ITANBYV=,6,2,1
339,ZNJE9UHKMIF6QCWGSYYX9C9849AL2EE=,6,2,2
340,7WZVE3CEVXMRHOLWQ0Z36HPYI382ZW0=,6,2,3
341,HYJCEGUVQHQHS7DP2DXEOOWE869B28H=,6,2,4
1240,EUML322YYAGIVHCCX5KIHJ3LOQOOUG5=,20,2,7
1241,ZMXMLPN1WNB85X6U8A6PKQDTLOMSSCY=,20,3,0
344,2VBAXNQ5RHC185IM49NQ6GM5FH9QD7I=,6,2,7
345,0IEKGP2NF0JMP3OUDU33S3DY01074YY=,6,3,0
1242,ATCORU4NJ6YACHLATOI5DB0KNGW5ZMY=,20,3,1
347,I06FT578UW23O59C2VZIWU53X6JWLGK=,6,3,2
348,M4TJSON4JMN60V2JCBBUP6271FXBXRR=,6,3,3
349,WEMWJY5RTIVBILI9MU07ADB3OD9H4FU=,6,3,4
1243,T3SKYBYW2CDRGUQATZ4W23WQ7LQ2ZU4=,20,3,2
1244,CPOQPMZXFEZSGS704NBH1P5EUAEIVUX=,20,3,3
352,6YAIPLLIV854PTDUV1CKZYC10AF9XV5=,6,3,7
353,7ZSOVAAY4OFWYKNW0NNER7KUSJQVZWL=,6,4,0
354,EFXHQO5LE4CWQHU3OJC8NG44W3BOEQY=,6,4,1
355,5OFRRUDB0FEIU5TLSD09IP3V720JP2Z=,6,4,2
356,OPPZ3DI8M55QBSIFGCUZQLB6SSTF86Y=,6,4,3
357,7HMCM80ZBEXY7LUS5PCXREH2HE45DHR=,6,4,4
358,YW1ZJKI1CHZ1L9AYODM2BABSIS0W4QG=,6,4,5
359,F8ZNOWDG10T1KWGFPYSALODHR7K07T7=,6,4,6
360,3GGYGVGUB7DBEACS0K786NLWQ9V1OXX=,6,4,7
361,CX96I5BGTEXF1MHVJTTDF52L9QCRARP=,6,5,0
362,O0KWNLHVCVK3O0N9VHAJ352ERXKJVA0=,6,5,1
363,BJ08O5ZMLS7QIAVZ7YT8VJKYDVP7AQC=,6,5,2
364,WSRWVCP14DDBR6FZ20Z4H78G00RWXUD=,6,5,3
365,G4BYUX6MFOE6T0TM23ZG44VSBP7E9O9=,6,5,4
366,JCJJZ42D0X0U3LKI0QCCELRAAYDBYO7=,6,5,5
367,K02T9RHE1PKZBCH08YO1GSUR3S87FYU=,6,5,6
368,UPUWLQBW31UCL1KZOOZT9MLEQYBUC5D=,6,5,7
369,HZIUWMFNQPY8ULSD366WXQ9G5OOIPDC=,6,6,0
370,ZMHI0TCVY1DIILFGFN20K32NO6ETVNK=,6,6,1
371,P6BUGS7MHQ3S0XPCI5XJT86OUYJ39W0=,6,6,2
372,9SXEQ9N2CNHNVNIT2W7XHANWYH3QR7C=,6,6,3
373,SG3JNPY1IR37TVQLGFPJVTDXKBH830P=,6,6,4
374,SZMMT5DAEZ45NK4J1IJAICST09QZIT3=,6,6,5
375,AWMZ53DPKAKB5P9UXMQXIWCGNVZTV08=,6,6,6
376,8QRB7U9UI2DA2NM3PX7998P346R4C21=,6,6,7
377,XTYEKITB9139DMVUD5BLSADA28EU1PG=,6,7,0
378,AC51HZ7IW2EV1JPDOB69WXUAXXI0ADT=,6,7,1
379,OLBO29ERRG9FTLJF4B728V56QVXV4RW=,6,7,2
380,J3XCQ8Q2Y6AO11TJ1RPGOBMDC0WJ100=,6,7,3
381,617X9WLWWXIWRHWESTG3VASHRAUJ31G=,6,7,4
382,E06DE8OQ8GWM4Y8V6W7P2H421OTRVGA=,6,7,5
383,H3UGFX5TA5SN8LYABR1E9G1HNPZVLH6=,6,7,6
384,B4WMGBD78N82M8NCWQ62LJJSVN8TZW3=,6,7,7
385,EHMZJFO5LULLBY7L513R959FCTOJ1RQ=,7,0,0
386,Q40R8H533UJRK3LBNRNZ9INTJCG87FZ=,7,0,1
387,1XIRDR9LJYNHPU5HPHENGFVLA711G7G=,7,0,2
388,PWHBEH9LT4QMY0T6IRPAAYUQS381K65=,7,0,3
389,76PC5QH33JK7K4OZ7U8ZNTSW4NPBY6N=,7,0,4
392,AVHWN8QCCLOMFVBVX0NE5DDAZBMR0SX=,7,0,7
393,53CUV38XQ2CHRXWGMU2UTTUPPSMDM9A=,7,1,0
394,3IK6OVXHZCVVRHGI9GWHMOARXINEF08=,7,1,1
395,52M0W0HUGVCAW67IZ4YB6RBW29QK556=,7,1,2
396,14ORKUXZ8WHEME0JNRUVEKDTX5524X2=,7,1,3
397,UGLAHECWGB1Y2U8WDAMQ6VNEZI8KJPT=,7,1,4
398,E9WZSFNP3697XQ64L7EHY0QYUYX8QZ6=,7,1,5
399,7JHM5UKUOGHQCA8QPF9RHGB1SXBFPXA=,7,1,6
400,NKW8CR3SMZCRMTL6NNATPIQHHRYDCHQ=,7,1,7
401,SSG8JJ2HVP3YDL1U2CSGMIG5HXAWJYX=,7,2,0
